Date received,Product,Sub-product,Issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,Count
5/19/15,Student loan,Non-federal student loan,Can't repay my loan,"I XXXX from the University XXXX, XXXX in XXXX with a degree in XXXX ( which has among the highest starting salaries for XXXX. degrees ). I was able to find employment about XXXX months after XXXX. I have a family with XXXX young children and have been trying to manage supporting my family and comply with the payments for the debt I incurred during school. I have no financial wiggle room for unforeseen expenses, which believe it or not have come up. I am making every effort to be up front with my lender about my financial situation and appropriately address my inability to make payments at this time. This major lender has provided a single contact number to which I am funneled to deal with this issue, and their representatives are unwilling to work with me and are basically forcing me to default on my loans. This will negatively impact my credit as well as my cosigner 's credit, and will increase the capital amount on my loans through late fees that will be applied. I very much would like to be able to pay my debt, and am trying to manage the situation the best I can. I currently have no recourse with which to resolve this issue, as the lender refuse to provide me with any option other than to default on my payments. ",Company believes it acted appropriately as authorized by contract or law,Sallie Mae,OR,977XX,Web,5/19/15,Closed with explanation,Yes,,1383516,1
5/19/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,TX,750XX,Web,5/19/15,Closed with explanation,Yes,,1383534,1
5/19/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,AZ,857XX,Web,5/19/15,Closed with explanation,Yes,,1383556,1
5/19/15,Student loan,Non-federal student loan,Can't repay my loan,"I attended XXXX College from XXXX till XXXX. I was diagnosed with XXXX in XXXX XXXX and had to take XXXX months off for XXXX, I started back at XXXX college in XXXX XXXX. XXXX made me take a private loan out with Genesis in XXXX XXXX because they said I owed them. I was always on time with my payments. then XXXX XXXX, XXXX XXXX college who are owned by XXXX college just out of nowhere closed. I dont feel that I should pay the loan that XXXX made me take out with Genesis. I am a XXXX. I have no income and I was tricked into taking a loan out so XXXX can take more money. I am very upset and feel that my loan that heald used was a fraud and It needs to be cancelled cause heald just closed and left everyone hanging. ",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,945XX,Web,5/20/15,Closed with explanation,Yes,,1384333,1
5/19/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,VA,245XX,Web,5/19/15,Closed with explanation,Yes,,1381614,1
5/19/15,Student loan,Non-federal student loan,Can't repay my loan,,,Genesis Lending,IL,60655,Web,5/19/15,Closed with explanation,Yes,,1383281,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,I borrowed loans from sallie Mae to attend school at XXXX XXXX University with out knowing that each seperate loan would be due for repayment at the same time. I thought it would be a consolidated loan that would be in XXXX manageable payment each month. ,Company believes it acted appropriately as authorized by contract or law,Sallie Mae,PA,168XX,Web,5/19/15,Closed with explanation,Yes,,1382095,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,"I received my degree from University XXXX XXXX, applied for Federal Loans and worked full time. My wife was a stay at home mom and the University sold me on Private Loans that they said worked like Federal loans to supplement my income. I ended up with over XXXX in Private Loans the school should have never presented and an economy that will never return to pay them off. ",Company chooses not to provide a public response,"MRS BPO, L.L.C.",CA,926XX,Web,5/21/15,Closed with explanation,Yes,,1380404,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,ME,4106,Web,5/20/15,Closed with explanation,Yes,,1381366,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Transworld Systems Inc.,CA,926XX,Web,5/21/15,Closed with explanation,Yes,,1380399,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,"I received my degree from University XXXX XXXX, applied for Federal Loans and worked full time. My wife was a stay at home mom and the University sold me on Private Loans that they said worked like Federal loans to supplement my income. I ended up with over XXXX in Private Loans the school should have never presented and an economy that will never return to pay them off. ",Company chooses not to provide a public response,Wells Fargo,CA,926XX,Web,5/21/15,Closed with explanation,Yes,,1380400,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,LA,71360,Referral,6/1/15,Closed with explanation,Yes,,1380109,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,TX,787XX,Web,5/18/15,Closed with explanation,Yes,Yes,1380314,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,First Associates Loan Servicing LLC,MI,48457,Web,5/19/15,Closed with explanation,Yes,,1383616,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,KeyBank NA,AR,716XX,Web,5/18/15,Closed with explanation,Yes,,1380763,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,"I received my degree from University XXXX XXXX, applied for Federal Loans and worked full time. My wife was a stay at home mom and the University sold me on Private Loans that they said worked like Federal loans to supplement my income. I ended up with over XXXX in Private Loans the school should have never presented and an economy that will never return to pay them off. ",Company chooses not to provide a public response,Wells Fargo,CA,926XX,Web,5/19/15,Closed with explanation,Yes,,1380403,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,FL,33315,Web,5/19/15,Closed with explanation,Yes,,1382054,1
5/18/15,Student loan,Non-federal student loan,Can't repay my loan,,,KeyBank NA,CA,926XX,Web,5/19/15,Closed with explanation,Yes,,1380398,1
5/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,GA,314XX,Web,5/17/15,Closed with explanation,Yes,,1379472,1
5/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Higher Education Student Assistance Authority (HESAA),NJ,079XX,Web,5/18/15,Closed with explanation,Yes,Yes,1379828,1
5/17/15,Student loan,Non-federal student loan,Can't repay my loan,"My loan was for about {$30000.00} for XXXX school but the school went out of service about 10 years ago. I defaulted in XX/XX/XXXX after dropping out. In XX/XX/XXXX, my wages started to be garnished and had been garnished for the past 14 years and still paying. I had paid over {$50000.00}, since then, and still paying with balance of {$12000.00} left. Of the {$50000.00} paid, {$18000.00} has gone to the collection agency as collection cost. This is unbelievable since there is no end in sight. This means that the {$30000.00} loan is going to cost me {$60000.00}. Is this legal? Please help since my wages are still being garnished. ",Company chooses not to provide a public response,Navient,CA,913XX,Web,5/18/15,Closed with explanation,Yes,Yes,1379822,1
5/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Higher Education Student Assistance Authority (HESAA),NJ,7060,Web,5/21/15,Closed with explanation,Yes,,1379491,1
5/17/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,PA,19020,Web,5/17/15,Closed with explanation,Yes,,1379521,1
5/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,PA,180XX,Web,5/16/15,Closed with explanation,Yes,,1379256,1
5/16/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,MI,480XX,Web,5/16/15,Closed with explanation,Yes,,1379380,1
5/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NY,119XX,Web,5/18/15,Closed with explanation,Yes,Yes,1378767,1
5/15/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes it acted appropriately as authorized by contract or law,Student Loan Finance Corporation,IL,62234,Phone,5/18/15,Closed with explanation,Yes,,1378204,1
5/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,NY,119XX,Web,5/18/15,Closed with explanation,Yes,,1378766,1
5/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,Discover,IN,462XX,Web,5/15/15,Closed with explanation,Yes,,1377493,1
5/15/15,Student loan,Non-federal student loan,Can't repay my loan,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,CA,94589,Phone,5/19/15,Closed with explanation,Yes,,1378647,1
5/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,Nelnet,CA,92344,Web,5/18/15,Closed with explanation,Yes,,1377309,1
5/15/15,Student loan,Non-federal student loan,Can't repay my loan,,,AES/PHEAA,MD,207XX,Web,5/15/15,Closed with explanation,Yes,,1377549,1
5/14/15,Student loan,Non-federal student loan,Can't repay my loan,"I have a private student loan through Wells Fargo that was originally {$12000.00}. I started paying on the loan in 2012 which was then 18,000. I, being a young,  not so intelligent '' person at the time did n't realize interest was accruing from the time I got the loan nor did I expect it to be as high as it is. I have now paid over {$5000.00} on the loan and about {$900.00} has gone to principal, the rest interest. The loan has an interest rate of over 11 %. I have tried time and again to get the rate reduced, or even my monthly bill reduced and they will not help me at ALL! I do have some credit issues that I have been dealing with for the past couple of years and recently had to file for bankruptcy. I am in the process of rebuilding my credit and I am really trying to get my finances in order. Wells Fargo has made it very difficult for me to make any progress, they continue to ignore my pleads for any kind of help and repeatedly tell me that they can not help me. I understand that I am responsible for this debt. I am fully ready to take responsibility, but I also believe there in no reason someone who makes less than XXXX a year should be paying that high of an interest rate let alone a {$200.00} a month payment. I have done my research and there are not a lot of options for someone in my position, I am hoping filing this complaint will give me some more insight on what else I can do. At this rate, I will be paying on this loan for years to come. Please give me some direction. It would be greatly appreciated! ",Company chooses not to provide a public response,Wells Fargo,CA,921XX,Web,5/15/15,Closed with explanation,Yes,,1377366,1
5/14/15,Student loan,Non-federal student loan,Can't repay my loan,,Company disputes the facts presented in the complaint,Education Management Corporation,CA,914XX,Web,5/14/15,Closed with explanation,Yes,,1375082,1
5/14/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,CO,815XX,Web,5/14/15,Closed with explanation,Yes,,1376387,1
5/14/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,NC,28314,Web,5/14/15,Closed with explanation,Yes,Yes,1376653,1
5/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,Navient,VA,223XX,Web,5/13/15,Closed with explanation,Yes,,1374470,1
5/13/15,Student loan,Non-federal student loan,Can't repay my loan,,,JPMorgan Chase,NJ,070XX,Web,5/13/15,Closed with explanation,Yes,,1372885,1
